【Hero.csv】
ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,AppearanceID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string,string,string,string,string,string,string,cultureID,string,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骑砍ID,剧本中文名,简体中文名,姓氏,名,罗马音名,家族ID,文化,生成类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派
lord_1_asano_nagamasa,淺野長政,浅野长政,浅野,长政,Asano Nagamasa,clan_asano_1,tokai,基于分组自动创建家族,,1547,1561,1611,病死,,,,,浅野长晟 浅野幸长,全职种,8,8,温和,胆小,现实,慎重,普通,36,书籍,贪心,普通,源氏,刀剑,62,53,78,66,60,1,0,0,0,1,1,1,0,0,4,3,2,1,2,1,1,无,强袭,无,一般条件,,,未登场,浅野长吉,足轻组头,直臣,织田家,那古野城,无,未登场,浅野长吉,足轻组头,直臣,织田家,清洲城,无,已登场,浅野长吉,足轻组头,直臣,织田家,清洲城,无,已登场,浅野长吉,足轻组头,陪臣（木下藤吉郎）,织田家,岐阜城,无,已登场,浅野长政,足轻大将,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,浅野长政,足轻大将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,浅野长政,城主,直臣,羽柴家,坂本城,无,已登场,浅野长政,家老,直臣,浅野家,甲府城,无,已登场,浅野长政,浪人,其他,无,长滨之町,无
lord_1_asano_yukinaga,淺野幸長,浅野幸长,浅野,幸长,Asano Yukinaga,clan_asano_1,tokai,基于分组自动创建家族,,1576,1590,1613,病死,浅野长政,25,,,浅野长晟 浅野长政,全职种,5,5,普通,勇敢,普通,普通,普通,70,艺术品,普通,普通,源氏,刀剑,57,62,71,65,52,0,1,1,2,1,0,0,0,1,0,1,1,1,0,0,1,无,强袭,无,一般条件,,,未登场,浅野幸长,足轻组头,陪臣（浅野长吉）,织田家,那古野城,无,未登场,浅野幸长,足轻组头,陪臣（浅野长吉）,织田家,清洲城,无,未登场,浅野幸长,足轻组头,陪臣（浅野长吉）,织田家,清洲城,无,未登场,浅野幸长,足轻组头,陪臣（浅野长吉）,织田家,岐阜城,无,未登场,浅野幸长,足轻组头,陪臣（浅野长政）,织田家,岐阜城,无,未登场,浅野幸长,足轻组头,陪臣（浅野长政）,织田家,姬路城,无,未登场,浅野幸长,足轻组头,陪臣（浅野长政）,羽柴家,坂本城,无,已登场,浅野幸长,大名,首领,浅野家,甲府城,无,已登场,浅野幸长,浪人,其他,无,长滨之町,无
lord_1_asahina,朝比奈泰朝,朝比奈泰朝,朝比奈,泰朝,Asahina Yasutomo,clan_asahina_1,tokai,精确匹配织丰,,1538,1554,1569,病死,,,,,,只限武将,60,60,性急,胆小,普通,慎重,普通,25,艺术品,普通,嗜酒如命,藤原氏,刀剑,56,61,26,43,34,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,无,强袭,无,无要求,,,已登场,朝比奈泰朝,城主,直臣,今川家,高天神城,无,已登场,朝比奈泰朝,城主,直臣,今川家,高天神城,无,已登场,朝比奈泰朝,城主,直臣,今川家,高天神城,无,已登场,朝比奈泰朝,城主,直臣,今川家,高天神城,无,已死亡,朝比奈泰朝,无效,无效,无,无效,无,已死亡,朝比奈泰朝,无效,无效,无,无效,无,已死亡,朝比奈泰朝,无效,无效,无,无效,无,已死亡,朝比奈泰朝,无效,无效,无,无效,无,已登场,朝比奈泰朝,浪人,其他,无,府内之町,无
lord_1_asari,淺利勝賴,浅利胜赖,浅利,胜赖,Asari Katsuyori,clan_asari_1,ou,精确匹配织丰,,1532,1554,1583,战死,,,,,,全职种,70,70,普通,勇敢,普通,慎重,普通,30,武具,普通,嗜酒如命,源氏,枪,51,52,40,29,42,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,无,拔突,无,无要求,,,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已死亡,浅利胜赖,无效,无效,无,无效,无,已死亡,浅利胜赖,无效,无效,无,无效,无,已登场,浅利胜赖,浪人,其他,无,出石之町,无
lord_1_ashikaga,足利義昭,足利义昭,足利,义昭,Ashikaga Yoshiaki,clan_ashikaga_1,kinai,精确匹配织丰,,1537,1554,1597,病死,,,,,,没那个意思,50,50,性急,胆小,理想,慎重,不重情义,95,艺术品,贪心,普通,源氏,刀剑,14,6,9,69,99,0,0,1,0,0,0,1,0,0,0,0,2,4,3,3,1,威风凛凛,强袭,无,不可,,主角织田信长，放逐将军,未登场,足利义昭,侍大将,直臣,足利家,朽木谷城,无,未登场,足利义昭,浪人,其他,无,京之町,无,未登场,足利义昭,家老,直臣,足利家,二条城,无,已登场,足利义昭,大名,首领,足利家,二条城,无,已登场,足利义昭,浪人,其他,无,尾道之町,无,已登场,足利义昭,浪人,其他,无,尾道之町,无,已登场,足利义昭,浪人,其他,无,尾道之町,无,已死亡,足利义昭,无效,无效,无,无效,无,已登场,足利义昭,浪人,其他,无,浦户之町,无
lord_1_kogakubo,足利義氏,足利义氏,足利,义氏,Koga-Kubo Yoshiuji,clan_kogakubo_1,kanto,精确匹配织丰,,1541,1554,1583,病死,,,,,,没那个意思,80,80,温和,胆小,普通,普通,普通,29,艺术品,贪心,普通,源氏,枪,26,19,43,42,78,0,0,0,0,1,0,0,0,1,0,0,2,3,2,2,2,威风凛凛,拔突,无,一般条件,,,未登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已死亡,足利义氏,无效,无效,无,无效,无,已死亡,足利义氏,无效,无效,无,无效,无,已登场,足利义氏,浪人,其他,无,鸣门之町,无
dead_lord_1_ashikaga_4,足利義輝,足利义辉,足利,义辉,Ashikaga Yoshiteru,clan_ashikaga_1,kinai,精确匹配织丰,,1536,1554,1565,战死,,,,,,没那个意思,18,18,普通,勇敢,理想,轻率,普通,67,武具,贪心,嗜酒如命,源氏,刀剑,61,92,65,39,100,2,1,2,0,4,4,2,1,1,1,1,1,4,2,3,1,弓箭乱射，威风凛凛,强袭，连续斩，八神太刀，一之太刀，拔突，刚弓，神妙剑，当身，刚力，金刚力，铁壁，气声，辱骂，大喝，炯眼，罗刹，鸣弦，克己,剑豪,一般条件,,,已登场,足利义藤,大名,首领,足利家,朽木谷城,新当流,已登场,足利义辉,大名,首领,足利家,朽木谷城,新当流,已登场,足利义辉,大名,首领,足利家,二条城,新当流,已死亡,足利义辉,无效,无效,无,无效,无,已死亡,足利义辉,无效,无效,无,无效,无,已死亡,足利义辉,无效,无效,无,无效,无,已死亡,足利义辉,无效,无效,无,无效,无,已死亡,足利义辉,无效,无效,无,无效,无,已登场,足利义辉,浪人,其他,无,宇须岸之町,新当流
lord_1_ashina_2,蘆名盛氏,芦名盛氏,芦名,盛氏,Ashina Moriuji,clan_ashina_1,ou,精确匹配织丰,,1521,1554,1580,病死,,,,,芦名盛兴,只限武将,45,45,温和,普通,普通,轻率,普通,29,书籍,无欲,滴酒不沾,平氏,刀剑,72,68,80,81,85,2,2,1,0,2,2,0,0,0,0,0,1,1,1,0,1,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已死亡,芦名盛氏,无效,无效,无,无效,无,已死亡,芦名盛氏,无效,无效,无,无效,无,已死亡,芦名盛氏,无效,无效,无,无效,无,已登场,芦名盛氏,浪人,其他,无,小仓之町,无
lord_1_ashina,蘆名盛興,芦名盛兴,芦名,盛兴,Ashina Morioki,clan_ashina_1,ou,精确匹配织丰,,1547,1560,1575,病死,芦名盛氏,32,,,芦名盛氏,只限武将,46,46,温和,普通,现实,慎重,重视情义,18,艺术品,普通,普通,平氏,刀剑,59,32,61,44,51,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,无,强袭,无,无要求,,,未登场,芦名盛兴,家老,直臣,芦名家,黑川城,无,未登场,芦名盛兴,部将,陪臣（芦名盛氏）,芦名家,黑川城,无,已登场,芦名盛兴,家老,直臣,芦名家,黑川城,无,已登场,芦名盛兴,家老,直臣,芦名家,黑川城,无,已登场,芦名盛兴,家老,直臣,芦名家,黑川城,无,已死亡,芦名盛兴,无效,无效,无,无效,无,已死亡,芦名盛兴,无效,无效,无,无效,无,已死亡,芦名盛兴,无效,无效,无,无效,无,已登场,芦名盛兴,浪人,其他,无,姬路之町,无
lord_1_ashina_katsushige,蘆名盛重,芦名盛重,芦名,盛重,Ashina Katsushige,clan_ashina_1,ou,家族和文化自动推断,,1575,1590,1631,病死,佐竹义重,347,佐竹义昭,346,宇都宫国纲 佐竹义昭 佐竹义重 佐竹义宣,只限武将,20,20,普通,胆小,普通,轻率,普通,55,书籍,普通,普通,平氏,刀剑,31,25,31,38,19,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,无,强袭,无,无要求,,,未登场,佐竹义广,侍大将,直臣,佐竹家,太田城,无,未登场,佐竹义广,侍大将,陪臣（佐竹义重）,佐竹家,太田城,无,未登场,佐竹义广,家老,直臣,佐竹家,太田城,无,未登场,佐竹义广,侍大将,直臣,佐竹家,太田城,无,未登场,佐竹义广,侍大将,直臣,佐竹家,太田城,无,未登场,芦名盛重,侍大将,直臣,芦名家,黑川城,无,未登场,芦名盛重,侍大将,直臣,芦名家,黑川城,无,已登场,芦名盛重,城主,直臣,佐竹家,太田城,无,已登场,芦名盛重,浪人,其他,无,小诸之町,无
lord_1_ashina_ekketsusai,蘆名盛隆,芦名盛隆,芦名,盛隆,Ashina Ekketsusai,clan_ashina_1,ou,家族和文化自动推断,,1561,1575,1584,战死,二阶堂盛义,820,,,二阶堂盛义,只限武将,16,16,普通,胆小,普通,轻率,普通,65,书籍,贪心,嗜酒如命,平氏,刀剑,27,51,42,58,41,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,无,强袭,无,无要求,,,未登场,芦名盛隆,家老,直臣,芦名家,黑川城,无,未登场,芦名盛隆,部将,陪臣（芦名盛氏）,芦名家,黑川城,无,未登场,芦名盛隆,家老,直臣,芦名家,黑川城,无,未登场,芦名盛隆,家老,直臣,芦名家,黑川城,无,已登场,芦名盛隆,家老,直臣,芦名家,黑川城,无,已登场,芦名盛隆,大名,首领,芦名家,黑川城,无,已登场,芦名盛隆,大名,首领,芦名家,黑川城,无,已死亡,芦名盛隆,无效,无效,无,无效,无,已登场,芦名盛隆,浪人,其他,无,甲府之町,无
lord_1_aso,阿蘇惟將,阿苏惟将,阿苏,惟将,Aso Koremasa,clan_aso_1,saikai,精确匹配织丰,,1551,1560,1583,病死,阿苏惟丰,850,,,阿苏惟丰,只限武将,52,52,温和,胆小,理想,慎重,普通,34,书籍,贪心,普通,其他,刀剑,41,37,50,51,56,0,1,2,0,0,0,1,1,0,1,1,0,0,1,1,0,无,强袭,无,一般条件,,,未登场,阿苏惟将,家老,直臣,阿苏家,岩尾城,无,已登场,阿苏惟将,家老,直臣,阿苏家,岩尾城,无,已登场,阿苏惟将,大名,首领,阿苏家,岩尾城,无,已登场,阿苏惟将,大名,首领,阿苏家,岩尾城,无,已登场,阿苏惟将,大名,首领,阿苏家,岩尾城,无,已登场,阿苏惟将,大名,首领,阿苏家,岩尾城,无,已死亡,阿苏惟将,无效,无效,无,无效,无,已死亡,阿苏惟将,无效,无效,无,无效,无,已登场,阿苏惟将,浪人,其他,无,甲府之町,无
lord_1_atagi,安宅信康,安宅信康,安宅,信康,Atagi Nobuyasu,clan_atagi_1,kinai,精确匹配织丰,,1549,1563,1578,病死,安宅冬康,38,,,安宅冬康,全职种,49,3,普通,勇敢,普通,普通,不重情义,40,南蛮物,普通,嗜酒如命,其他,刀剑,55,67,43,37,51,2,1,2,4,1,0,1,0,1,0,1,1,1,0,2,0,水上拖延，蝴蝶之阵,强袭,无,一般条件,,,未登场,安宅信康,船头,直臣,淡路水军,洲本之砦,无,未登场,安宅信康,船大将,直臣,淡路水军,洲本之砦,无,已登场,安宅信康,船头,直臣,淡路水军,洲本之砦,无,已登场,安宅信康,头领,首领,淡路水军,洲本之砦,无,已登场,安宅信康,头领,首领,淡路水军,洲本之砦,无,已死亡,安宅信康,无效,无效,无,无效,无,已死亡,安宅信康,无效,无效,无,无效,无,已死亡,安宅信康,无效,无效,无,无效,无,已登场,安宅信康,浪人,其他,无,柳川之町,无
dead_lord_1_atagi_2,安宅冬康,安宅冬康,安宅,冬康,Atagi Fuyuyasu,clan_atagi_1,kinai,精确匹配织丰,,1528,1554,1564,战死,三好元长,1333,三好长秀,###,安宅信康 十河一存 十河存保 三好笑岩 三好长治 三好长庆 三好义兴 三好实休 三好义继,全职种,49,24,温和,普通,普通,轻率,重视情义,22,武具,普通,普通,其他,刀剑,61,50,39,61,53,1,0,1,3,1,1,2,0,1,1,1,0,3,1,3,1,水上拖延,强袭,无,一般条件,,,已登场,安宅冬康,头领,首领,淡路水军,洲本之砦,无,已登场,安宅冬康,头领,首领,淡路水军,洲本之砦,无,已登场,安宅冬康,头领,首领,淡路水军,洲本之砦,无,已死亡,安宅冬康,无效,无效,无,无效,无,已死亡,安宅冬康,无效,无效,无,无效,无,已死亡,安宅冬康,无效,无效,无,无效,无,已死亡,安宅冬康,无效,无效,无,无效,无,已死亡,安宅冬康,无效,无效,无,无效,无,已登场,安宅冬康,浪人,其他,无,奈良之町,无
lord_1_atobe_katsusuke,跡部勝資,迹部胜资,迹部,胜资,Atobe Katsusuke,clan_atobe_1,tosan,基于分组自动创建家族,,1547,1561,1582,病死,,,,,,只限武将,61,61,性急,普通,普通,轻率,普通,26,书籍,普通,普通,源氏,刀剑,48,23,42,33,36,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,无,强袭,无,无要求,,,未登场,迹部胜资,侍大将,直臣,武田家,踯躅崎馆,无,未登场,迹部胜资,侍大将,直臣,武田家,踯躅崎馆,无,已登场,迹部胜资,足轻大将,直臣,武田家,踯躅崎馆,无,已登场,迹部胜资,侍大将,直臣,武田家,踯躅崎馆,无,已登场,迹部胜资,侍大将,直臣,武田家,踯躅崎馆,无,已登场,迹部胜资,侍大将,直臣,武田家,甲府城,无,已死亡,迹部胜资,无效,无效,无,无效,无,已死亡,迹部胜资,无效,无效,无,无效,无,已登场,迹部胜资,浪人,其他,无,鸣门之町,无
lord_1_anayama_shigehide,穴山小助,穴山小助,穴山,小助,Anayama Shigehide,clan_anayama_1,tosan,家族和文化自动推断,,1584,1598,1615,战死,,,,,,全职种,49,49,普通,普通,理想,慎重,重视情义,17,武具,无欲,普通,源氏,枪,64,80,50,79,68,2,1,1,1,0,2,1,0,0,0,0,0,0,1,0,3,无,强袭，拔突，铁壁，伤药,无,一般条件,,,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山梅雪）,武田家,骏府城,无,未登场,穴山小助,浪人,其他,无,甲府之町,无,已登场,穴山小助,浪人,其他,无,甲府之町,无,已登场,穴山小助,足轻组头,直臣,小笠原家,小仓城,无
lord_1_anayama_akisane,穴山梅雪,穴山梅雪,穴山,梅雪,Anayama Akisane,clan_anayama_1,tosan,家族和文化自动推断,,1541,1555,1582,战死,,,,,,全职种,86,86,普通,胆小,现实,轻率,不重情义,45,艺术品,贪心,普通,源氏,刀剑,51,22,66,64,55,1,2,1,0,1,0,1,0,1,2,2,1,1,1,1,1,无,强袭,无,一般条件,,,未登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,未登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,已登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,已登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,已登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,已登场,穴山梅雪,城主,直臣,武田家,骏府城,无,已死亡,穴山梅雪,无效,无效,无,无效,无,已死亡,穴山梅雪,无效,无效,无,无效,无,已登场,穴山梅雪,当家,首领,浴池屋,甲府之町,无
lord_1_anekouji_2,姊小路賴綱,姊小路赖纲,姊小路,赖纲,Anekouji Yoritsuna,clan_anekouji_1,tosan,精确匹配织丰,,1540,1554,1587,病死,姊小路良赖,907,三木直赖,899,三木直赖 姊小路良赖,全职种,20,20,普通,胆小,普通,轻率,普通,58,艺术品,贪心,普通,藤原氏,刀剑,61,50,53,70,60,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,无,强袭,无,一般条件,,,未登场,三木自纲,家老,直臣,三木家,松仓城,无,已登场,三木自纲,家老,直臣,三木家,松仓城,无,已登场,三木自纲,家老,直臣,三木家,松仓城,无,已登场,姊小路赖纲,家老,直臣,姊小路家,松仓城,无,已登场,姊小路赖纲,大名,首领,姊小路家,松仓城,无,已登场,姊小路赖纲,大名,首领,姊小路家,松仓城,无,已登场,姊小路赖纲,大名,首领,姊小路家,松仓城,无,已死亡,姊小路赖纲,无效,无效,无,无效,无,已登场,姊小路赖纲,足轻组头,直臣,小笠原家,小仓城,无
lord_1_abe_masatsugu,阿部正次,阿部正次,阿部,正次,Abe Masatsugu,clan_abe_1,tokai,基于分组自动创建家族,,1569,1583,1647,病死,,,,,,全职种,88,87,温和,普通,普通,普通,重视情义,14,书籍,无欲,普通,其他,刀剑,26,41,64,56,66,1,0,1,1,1,0,0,0,1,3,1,2,2,2,2,2,无,强袭,无,无要求,,,未登场,阿部正次,浪人,其他,无,冈崎之町,无,未登场,阿部正次,浪人,其他,无,冈崎之町,无,未登场,阿部正次,浪人,其他,无,冈崎之町,无,未登场,阿部正次,浪人,其他,无,冈崎之町,无,未登场,阿部正次,浪人,其他,无,冈崎之町,无,未登场,阿部正次,足轻组头,直臣,德川家,滨松城,无,已登场,阿部正次,足轻组头,直臣,德川家,滨松城,无,已登场,阿部正次,侍大将,直臣,德川家,江户城,无,已登场,阿部正次,浪人,其他,无,诹访之町,无
lord_1_amago,尼子勝久,尼子胜久,尼子,胜久,Amago Katsuhisa,clan_amago_1,sanyo,精确匹配织丰,,1553,1567,1578,战死,尼子诚久,840,尼子国久,839,尼子国久 尼子诚久,全职种,17,17,普通,普通,普通,轻率,普通,67,书籍,普通,普通,源氏,刀剑,55,53,59,28,42,2,1,1,1,1,2,0,0,0,0,0,0,3,0,1,1,无,强袭，拔突，铁壁,无,一般条件,,,未登场,尼子胜久,足轻组头,陪臣（尼子诚久）,尼子家,白鹿城,无,未登场,尼子胜久,浪人,其他,无,京之町,无,未登场,尼子胜久,足轻组头,直臣,尼子家,月山富田城,无,已登场,尼子胜久,浪人,其他,无,京之町,无,已登场,尼子胜久,浪人,其他,无,京之町,无,已死亡,尼子胜久,无效,无效,无,无效,无,已死亡,尼子胜久,无效,无效,无,无效,无,已死亡,尼子胜久,无效,无效,无,无效,无,已登场,尼子胜久,浪人,其他,无,鸟取之町,无
lord_1_amago_haruhisa,尼子晴久,尼子晴久,尼子,晴久,Amago Haruhisa,clan_amago_1,sanyo,家族和文化自动推断,,1514,1554,1560,病死,,,尼子经久,###,尼子义久 尼子国久 尼子诚久,只限武将,12,62,性急,勇敢,普通,轻率,重视情义,86,武具,贪心,普通,源氏,刀剑,69,58,54,71,35,2,2,1,1,2,0,2,0,1,0,1,0,1,1,0,0,无,强袭，刚弓,无,一般条件,,,已登场,尼子晴久,大名,首领,尼子家,月山富田城,无,已登场,尼子晴久,大名,首领,尼子家,月山富田城,无,已登场,尼子晴久,大名,首领,尼子家,月山富田城,无,已死亡,尼子晴久,无效,无效,无,无效,无,已死亡,尼子晴久,无效,无效,无,无效,无,已死亡,尼子晴久,无效,无效,无,无效,无,已死亡,尼子晴久,无效,无效,无,无效,无,已死亡,尼子晴久,无效,无效,无,无效,无,已登场,尼子晴久,浪人,其他,无,出石之町,无
lord_1_amago_yoshihisa,尼子義久,尼子义久,尼子,义久,Amago Yoshihisa,clan_amago_1,sanyo,家族和文化自动推断,,1540,1554,1610,病死,尼子晴久,45,,,尼子晴久,没那个意思,12,62,普通,胆小,现实,普通,普通,32,艺术品,贪心,普通,源氏,刀剑,47,40,46,32,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,无,强袭,无,一般条件,,,已登场,尼子义久,家老,直臣,尼子家,月山富田城,无,已登场,尼子义久,家老,直臣,尼子家,月山富田城,无,已登场,尼子义久,家老,直臣,尼子家,月山富田城,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,岐阜之町,无
lord_1_amano,天野隆重,天野隆重,天野,隆重,Amano Takashige,clan_amano_1,sanyo,精确匹配织丰,,1503,1554,1584,病死,,,,,,全职种,35,35,温和,勇敢,普通,慎重,普通,41,武具,普通,嗜酒如命,藤原氏,刀剑,66,60,33,59,52,2,2,2,0,1,1,3,0,0,0,0,0,0,0,0,1,无,强袭,无,无要求,,,已登场,天野隆重,部将,直臣,大内家,山口城,无,已登场,天野隆重,部将,直臣,大内家,山口城,无,已登场,天野隆重,侍大将,直臣,毛利家,吉田郡山城,无,已登场,天野隆重,城主,直臣,毛利家,月山富田城,无,已登场,天野隆重,部将,陪臣（吉川元春）,毛利家,月山富田城,无,已登场,天野隆重,部将,陪臣（吉川元春）,毛利家,月山富田城,无,已登场,天野隆重,部将,陪臣（吉川元长）,毛利家,月山富田城,无,已死亡,天野隆重,无效,无效,无,无效,无,已登场,天野隆重,浪人,其他,无,江户之町,无
